probes,moduleColor,GS.PCD,p.GS.PCD,MEyellow,MEyellow
PARP11,yellow,0.256291911,1.03995E-07,0.59504082,1.73125E-41
SH2B3,yellow,0.338504012,1.08269E-12,0.411782137,1.40374E-18
CREBL2,yellow,0.192295922,7.4489E-05,0.224387614,3.50674E-06
OAS3,yellow,0.233820801,1.30405E-06,0.378196856,1.07379E-15
OAS2,yellow,0.265634673,3.37743E-08,0.265531985,3.42025E-08
ARHGDIB,yellow,0.480331646,1.43042E-25,0.907147661,7.5622E-159
IL26,yellow,0.226652287,2.77609E-06,0.459417898,2.87561E-23
IFNG,yellow,0.197085451,4.86339E-05,0.642623435,3.53717E-50
PTPN6,yellow,0.247100741,3.01406E-07,0.841229921,2.0024E-113
ST8SIA1,yellow,0.223320216,3.91171E-06,0.792861214,9.92642E-92
CLEC4A,yellow,0.402297566,9.88911E-18,0.574827361,3.22802E-38
AICDA,yellow,0.179348194,0.000224111,0.71229688,4.25724E-66
FGFR1OP2,yellow,0.192456194,7.34461E-05,0.600882749,1.77591E-42
KLRB1,yellow,0.3486445,2.02643E-13,0.510337727,3.64127E-29
BTN3A3,yellow,0.183515982,0.000158484,0.433584913,1.23897E-20
CEP85L,yellow,0.268040481,2.51031E-08,0.577561283,1.2018E-38
RNGTT,yellow,0.062586121,0.201061741,0.402498326,9.49488E-18
RIPOR2,yellow,0.214347775,9.59835E-06,0.712932858,2.89723E-66
CD83,yellow,0.429698584,2.95283E-20,0.684730925,2.89475E-59
BACH2,yellow,0.303889065,2.11532E-10,0.31718602,3.01962E-11
ALDH5A1,yellow,-0.174804139,0.000324167,-0.253254372,1.48506E-07
CRYBG1,yellow,0.187052343,0.000117409,0.447431392,5.11732E-22
TRIM38,yellow,0.132310105,0.006684575,0.384592723,3.21281E-16
ZBTB24,yellow,0.08712423,0.074839031,0.576779061,1.59595E-38
FIG4,yellow,0.090731385,0.063524068,0.514444531,1.09918E-29
HECA,yellow,0.308949341,1.02006E-10,0.556639609,1.83563E-35
PHACTR2,yellow,0.314085051,4.79629E-11,0.415819574,5.99904E-19
CCR6,yellow,0.271043415,1.72622E-08,0.619182024,1.03723E-45
SLC22A2,yellow,0.024340095,0.619319849,0.225843728,3.01843E-06
QKI,yellow,0.306798953,1.39307E-10,0.422651891,1.3862E-19
SMOC2,yellow,0.41591381,5.88036E-19,0.372857312,2.88173E-15
CCND3,yellow,0.282413706,4.00977E-09,0.590246955,1.08368E-40
TMEM30A,yellow,0.178039331,0.000249481,0.331351501,3.40471E-12
LY86,yellow,0.46523208,6.827E-24,0.766181622,4.21331E-82
HBEGF,yellow,0.347336736,2.52393E-13,0.331561472,3.29349E-12
GZMK,yellow,0.299714336,3.82072E-10,0.781956933,1.24711E-87
ITK,yellow,0.377501929,1.22227E-15,0.895067756,2.4198E-148
IL12B,yellow,0.304868102,1.83894E-10,0.730199104,5.53155E-71
PDE4D,yellow,0.249949939,2.17682E-07,0.299723256,3.81593E-10
ST8SIA4,yellow,0.409386346,2.31216E-18,0.724251741,2.56414E-69
GNPDA1,yellow,0.131643484,0.006967836,0.369636037,5.18201E-15
KNG1,yellow,-0.271444477,1.64144E-08,-0.276913514,8.19236E-09
HGD,yellow,-0.120451134,0.013617566,-0.279849095,5.60593E-09
CD86,yellow,0.49470214,3.00896E-27,0.810712007,5.2962E-99
USP4,yellow,0.080704431,0.098997084,0.37689095,1.36933E-15
GNAI2,yellow,0.176682781,0.000278591,0.535435745,1.85656E-32
HYAL1,yellow,-0.235542509,1.08368E-06,-0.293114696,9.54443E-10
CBLB,yellow,0.294566476,7.81904E-10,0.589575446,1.39771E-40
FRMD4B,yellow,0.342177194,5.942E-13,0.228783689,2.22317E-06
KLHL18,yellow,0.238869549,7.54744E-07,0.508065524,7.0152E-29
MAPKAPK3,yellow,-0.019713308,0.687422806,0.293916977,8.54978E-10
MOB1A,yellow,0.278301447,6.85096E-09,0.646469223,5.99982E-51
ZAP70,yellow,0.306369394,1.4821E-10,0.880750731,1.9299E-137
ACTR3,yellow,0.313643167,5.12096E-11,0.653138271,2.60192E-52
OTOF,yellow,0.0801153,0.101494001,0.19537015,5.67234E-05
CYTIP,yellow,0.413328036,1.0151E-18,0.878622518,6.1072E-136
ITGA4,yellow,0.434242293,1.06851E-20,0.920063995,8.3316E-172
IFIH1,yellow,0.263934581,4.15795E-08,0.418724371,3.23108E-19
LOXL3,yellow,0.37546122,1.78469E-15,0.639864076,1.24375E-49
DOK1,yellow,0.381763935,5.49638E-16,0.692230539,4.77612E-61
EVA1A,yellow,-0.141676676,0.00366014,-0.289052248,1.65763E-09
STAT1,yellow,0.240114293,6.58308E-07,0.478110726,2.5565E-25
PECR,yellow,-0.322251446,1.40176E-11,-0.239963549,6.69324E-07
GNLY,yellow,0.162285417,0.000855748,0.439122351,3.52509E-21
IL18RAP,yellow,0.419940127,2.48941E-19,0.628442387,1.98049E-47
PASK,yellow,0.031838672,0.51573149,0.592088999,5.37534E-41
PROC,yellow,-0.408178888,2.96885E-18,-0.355420799,6.39055E-14
PRKD3,yellow,0.153728413,0.001598819,0.537925264,8.45035E-33
SDC1,yellow,-0.175586169,0.000304409,-0.238973316,7.46213E-07
PLCL1,yellow,0.305705367,1.63073E-10,0.450834284,2.28611E-22
WIPF1,yellow,0.42616784,6.43733E-20,0.87582993,5.1552E-134
PLEK,yellow,0.403257298,8.13933E-18,0.824736521,2.7842E-105
EPHA4,yellow,0.283065105,3.6806E-09,0.339964836,8.53663E-13
RAP1A,yellow,0.210705586,1.36715E-05,0.440548802,2.54049E-21
CAPZA1,yellow,0.20140649,3.28136E-05,0.50321612,2.79732E-28
RNF19B,yellow,0.339347303,9.4403E-13,0.482231615,8.67478E-26
NCF2,yellow,0.324111182,1.05374E-11,0.4133571,1.00892E-18
PRDM2,yellow,0.255503017,1.14128E-07,0.574068057,4.24033E-38
AMPD1,yellow,0.433899721,1.15424E-20,0.598452406,4.60579E-42
CD2,yellow,0.330450163,3.92529E-12,0.908895607,1.7374E-160
MAP7D1,yellow,0.325494592,8.51117E-12,0.577500511,1.22861E-38
HPCAL4,yellow,0.233053171,1.4156E-06,0.672688664,1.63675E-56
SLAMF1,yellow,0.3480886,2.22492E-13,0.887278888,3.1491E-142
CD48,yellow,0.347808855,2.33189E-13,0.904539784,1.8372E-156
IGSF21,yellow,0.25275564,1.57384E-07,0.367220409,8.01205E-15
PLA2G2D,yellow,0.251499187,1.82074E-07,0.646055531,7.27036E-51
GBP1,yellow,0.248587549,2.54458E-07,0.450347894,2.5666E-22
CD160,yellow,0.274318179,1.14148E-08,0.465331945,6.65884E-24
CR2,yellow,0.168860617,0.000518287,0.63191001,4.34491E-48
F3,yellow,0.384984763,2.98118E-16,0.351510439,1.24804E-13
FASLG,yellow,0.303845913,2.12839E-10,0.788403572,5.03251E-90
SERPINC1,yellow,-0.217880598,6.7709E-06,-0.353218873,9.32652E-14
RCAN3,yellow,0.099025751,0.042771652,0.560003937,5.84737E-36
RPS6KA1,yellow,0.16764287,0.000569522,0.442551146,1.59992E-21
STX12,yellow,0.263103238,4.60048E-08,0.465951878,5.70272E-24
CRYGD,yellow,-0.016288428,0.73955566,0.081760844,0.09464224
C1orf54,yellow,0.296768667,5.76584E-10,0.60269684,8.67298E-43
IRAG2,yellow,0.254609124,1.26759E-07,0.850748195,1.4641E-118
TNFAIP3,yellow,0.252880702,1.55111E-07,0.4101391,1.97746E-18
RAB32,yellow,0.080995613,0.097781135,0.270691711,1.80404E-08
MYB,yellow,-0.00325245,0.947077466,0.370356457,4.54726E-15
ZNF430,yellow,0.171603955,0.000418144,0.539231508,5.57667E-33
ARMC2,yellow,0.082441547,0.091918171,0.477939188,2.6733E-25
MFSD1,yellow,0.28625662,2.41138E-09,0.466939075,4.45247E-24
PCDH17,yellow,0.35620914,5.57759E-14,0.309569157,9.31982E-11
FKBP15,yellow,0.211474921,1.26937E-05,0.563855408,1.55309E-36
HDHD3,yellow,-0.464070255,9.11967E-24,-0.207039063,1.93993E-05
NR4A3,yellow,0.372691506,2.97057E-15,0.11795283,0.015706739
PROX2,yellow,0.123649801,0.011302152,0.386508101,2.22691E-16
NPC2,yellow,0.175978521,0.000294926,0.430147816,2.67232E-20
GPR68,yellow,0.504816112,1.77669E-28,0.739499882,1.1124E-73
OGFRL1,yellow,0.370327932,4.57088E-15,0.514405439,1.11187E-29
IFIT3,yellow,0.199445841,3.92686E-05,0.25340894,1.45854E-07
MYCT1,yellow,0.494436312,3.23716E-27,0.217822962,6.80988E-06
CXorf21,yellow,0.491807379,6.64732E-27,0.878833797,4.3468E-136
TNFSF18,yellow,0.341205226,6.96976E-13,0.355644046,6.14924E-14
GPR31,yellow,0.26911182,2.19753E-08,0.816344324,1.8491E-101
SMAD9,yellow,0.157357525,0.001231162,0.256713768,9.89392E-08
PTK2B,yellow,0.165868206,0.000652647,0.610394868,3.93475E-44
TNFRSF8,yellow,0.367693407,7.3589E-15,0.718397568,1.01567E-67
FAM117A,yellow,-0.103647101,0.03392344,0.248313402,2.62549E-07
TRIM6,yellow,0.155157155,0.001443475,0.278966089,6.28652E-09
ADCY7,yellow,0.432319996,1.64573E-20,0.763355596,3.7075E-81
CCRL2,yellow,0.279368768,5.96676E-09,0.414725009,7.56255E-19
CCR2,yellow,0.371988617,3.37799E-15,0.787075018,1.59214E-89
CXCR4,yellow,0.489290272,1.31617E-26,0.819124233,1.0541E-102
FLT3,yellow,0.351884485,1.1711E-13,0.49903555,9.05601E-28
LINC00544,yellow,0.264288196,3.98245E-08,0.677497063,1.35127E-57
SASH3,yellow,0.404772998,5.97684E-18,0.954999474,3.2468E-222
LAX1,yellow,0.311448082,7.07888E-11,0.840757123,3.5302E-113
CD244,yellow,0.286351671,2.38101E-09,0.48333322,6.48186E-26
LY9,yellow,0.338929962,1.01033E-12,0.887510658,2.1029E-142
ODF2L,yellow,0.290773758,1.31328E-09,0.572735965,6.83099E-38
OCM,yellow,-0.149182525,0.002200708,0.218637443,6.27845E-06
SEPTIN7,yellow,0.296096688,6.32921E-10,0.594806763,1.89479E-41
NT5C3A,yellow,0.069338425,0.156544995,0.412776848,1.13969E-18
RAMP3,yellow,0.381571401,5.69989E-16,0.32567549,8.27612E-12
RECK,yellow,0.324911276,9.31436E-12,0.336386149,1.52469E-12
SRGN,yellow,0.544707664,9.57226E-34,0.706663557,1.23033E-64
EGR2,yellow,0.460479777,2.21597E-23,0.286578433,2.31004E-09
HVCN1,yellow,0.3808972,6.47254E-16,0.914382485,7.4572E-166
ADGRE5,yellow,0.405516237,5.13399E-18,0.538999008,6.00565E-33
ARHGAP9,yellow,0.390420211,1.0455E-16,0.925865342,2.3379E-178
NCKAP1L,yellow,0.498231044,1.13322E-27,0.884770954,2.3528E-140
MMP19,yellow,0.441528311,2.02697E-21,0.407054786,3.74343E-18
SARDH,yellow,-0.173662723,0.000355159,-0.314384022,4.58809E-11
NMI,yellow,0.139176116,0.004313765,0.536079953,1.51539E-32
BATF3,yellow,0.266520569,3.02889E-08,0.497420132,1.41973E-27
C4BPB,yellow,-0.153420465,0.001634248,-0.247193436,2.9825E-07
PREX1,yellow,0.489544382,1.22878E-26,0.747289344,4.98179E-76
GTSF1L,yellow,0.149302169,0.002182521,0.732093527,1.59505E-71
ZNFX1,yellow,0.321708661,1.52295E-11,0.433845157,1.1685E-20
ZNF831,yellow,0.383848696,3.70202E-16,0.883984444,8.9152E-140
ZBP1,yellow,0.275205154,1.01954E-08,0.86343235,5.4381E-126
IL9R,yellow,0.373141448,2.7355E-15,0.746790522,7.08563E-76
NAGK,yellow,0.241150291,5.87176E-07,0.688832046,3.11576E-60
ATP8A1,yellow,0.143994482,0.003135846,0.376162018,1.56761E-15
TRERF1,yellow,0.391393564,8.64842E-17,0.740659527,5.03426E-74
BTN2A2,yellow,0.106708534,0.028963494,0.535240316,1.97434E-32
BTN2A3P,yellow,0.037028603,0.449678244,0.41431603,8.24437E-19
BTN1A1,yellow,0.04471818,0.361200146,0.315787304,3.7229E-11
DNAH8,yellow,-0.0812997,0.096524019,0.414285529,8.29758E-19
CPNE5,yellow,0.316704565,3.24567E-11,0.779023579,1.44014E-86
WNT1,yellow,0.098126386,0.044702465,0.13843594,0.004526525
SH3TC1,yellow,0.177262378,0.000265786,0.30684958,1.38292E-10
GPR18,yellow,0.225135781,3.24711E-06,0.829932699,9.4246E-108
IRF1,yellow,0.247458437,2.89403E-07,0.499962143,6.98975E-28
SEPTIN6,yellow,0.044299426,0.365718778,0.289268744,1.60993E-09
PTGER2,yellow,0.434008795,1.12623E-20,0.625706892,6.46576E-47
KIR2DL1,yellow,0.18017352,0.000209376,0.167496968,0.000575966
OPRL1,yellow,0.097136249,0.04691235,0.297878192,4.94065E-10
NPBWR2,yellow,-0.035945281,0.463058049,0.324822254,9.44328E-12
IL1B,yellow,0.422420592,1.45748E-19,0.431955187,1.78576E-20
ATG4C,yellow,-0.05485789,0.262542385,0.348097192,2.22171E-13
GPCPD1,yellow,0.148551503,0.002298941,0.400570809,1.4016E-17
FOXA2,yellow,-0.486807282,2.5678E-26,-0.204452736,2.47388E-05
CD93,yellow,0.508436474,6.30511E-29,0.436606759,6.25756E-21
SIRPD,yellow,0.307039852,1.34544E-10,0.413982931,8.84409E-19
S1PR4,yellow,0.319856776,2.01841E-11,0.849459008,7.6193E-118
MAX,yellow,0.270667713,1.80947E-08,0.625272322,7.79437E-47
IGFLR1,yellow,-0.056458516,0.248851076,0.123606802,0.011330809
HCST,yellow,0.019922783,0.684278829,0.334284492,2.136E-12
KRT36,yellow,0.291468909,1.1949E-09,0.428569955,3.79197E-20
CCR7,yellow,0.216418611,7.8283E-06,0.760374198,3.55815E-80
ZBTB1,yellow,0.326678571,7.08334E-12,0.611663348,2.34438E-44
EVI2A,yellow,0.443245725,1.36184E-21,0.909603934,3.6847E-161
FAM78A,yellow,0.412883187,1.11454E-18,0.87141239,4.6389E-131
ZC4H2,yellow,0.058082675,0.235475148,0.279590878,5.79719E-09
FGD3,yellow,0.296332655,6.12554E-10,0.753902039,4.31168E-78
BCL11B,yellow,0.345575842,3.38656E-13,0.895903199,5.0056E-149
HELB,yellow,0.327770425,5.97565E-12,0.610067091,4.49638E-44
RAP1B,yellow,0.315555531,3.85393E-11,0.459802565,2.61686E-23
IL22,yellow,0.11552331,0.018002637,0.344987438,3.73461E-13
PTPRB,yellow,0.453141213,1.31708E-22,0.214276054,9.66601E-06
ADGRE2,yellow,0.49290655,4.92408E-27,0.678695907,7.20177E-58
ECHS1,yellow,-0.076079095,0.119969369,-0.338674564,1.05313E-12
POR,yellow,-0.236693993,9.5673E-07,-0.287063292,2.16511E-09
FGL2,yellow,0.533489999,3.41905E-32,0.785259254,7.58299E-89
SPINK2,yellow,0.202426547,2.98661E-05,0.662807079,2.38285E-54
KDR,yellow,0.289575262,1.54467E-09,0.123413581,0.01146038
VPREB3,yellow,0.086036641,0.078555762,0.658377194,2.09066E-53
POM121L9P,yellow,0.294540778,7.84676E-10,0.491509056,7.21001E-27
APOL3,yellow,0.132197275,0.006731782,0.241242806,5.81195E-07
TST,yellow,-0.323734122,1.11669E-11,-0.360296324,2.73804E-14
IGLL1,yellow,0.065865932,0.178407063,0.352678785,1.02281E-13
APOL2,yellow,0.098150093,0.044650643,0.260129483,6.58698E-08
RAC2,yellow,0.396690404,3.04646E-17,0.88378622,1.2453E-139
APOBEC3A,yellow,0.314831015,4.29316E-11,0.314227489,4.69597E-11
APOBEC3F,yellow,0.143136806,0.003321334,0.382049594,5.20752E-16
TBC1D27P,yellow,0.238260588,8.06728E-07,0.72809018,2.18121E-70
IRF5,yellow,0.029783816,0.543205312,0.3617896,2.10587E-14
WDFY4,yellow,0.381681024,5.58313E-16,0.840425566,5.248E-113
TMOD2,yellow,0.399710237,1.66642E-17,0.474445214,6.60467E-25
DLL4,yellow,0.142481684,0.003469662,0.29861643,4.45649E-10
PALLD,yellow,0.285993379,2.49748E-09,0.300737628,3.30815E-10
SPCS3,yellow,0.213390836,1.05394E-05,0.370073052,4.7873E-15
CD68,yellow,0.226307217,2.87715E-06,0.312551818,6.01736E-11
CDKN2D,yellow,0.092026968,0.059820658,0.524585704,5.31897E-31
SIGLEC9,yellow,0.455023867,8.3718E-23,0.552645499,7.01969E-35
RIPK3,yellow,0.387962568,1.68317E-16,0.607406594,1.32042E-43
SNX6,yellow,0.305275162,1.73467E-10,0.601280538,1.51824E-42
CDO1,yellow,-0.20919007,1.58108E-05,-0.316365662,3.41461E-11
ARHGEF6,yellow,0.485370337,3.77095E-26,0.811568301,2.2686E-99
ARPC1B,yellow,0.216149338,8.03947E-06,0.477893994,2.70494E-25
FCHO1,yellow,0.16439066,0.000730286,0.363420652,1.57841E-14
ZBTB46,yellow,0.130590091,0.007437382,0.284114581,3.20467E-09
HELZ2,yellow,0.169728882,0.000484408,0.287088186,2.15791E-09
GMFG,yellow,0.301245503,3.07925E-10,0.695532671,7.52948E-62
SMPDL3B,yellow,0.109091753,0.025545654,0.271593169,1.61104E-08
THEMIS2,yellow,0.519420759,2.51889E-30,0.76445088,1.60182E-81
RGN,yellow,-0.091018915,0.062686272,-0.301977811,2.77612E-10
SYNE1,yellow,0.364154941,1.38554E-14,0.512058758,2.20861E-29
LILRB2,yellow,0.438718415,3.86661E-21,0.651049896,7.01061E-52
F12,yellow,-0.182860202,0.000167449,-0.289150304,1.63585E-09
NFATC1,yellow,0.418683375,3.25955E-19,0.493861276,3.79093E-27
IDO1,yellow,0.134472332,0.005835418,0.634943772,1.13424E-48
CAP1,yellow,0.280633266,5.06183E-09,0.56120628,3.87282E-36
PPT1,yellow,0.188436169,0.000104247,0.582686269,1.83854E-39
TRAF3,yellow,0.205720472,2.19677E-05,0.494935432,2.82183E-27
NAPSB,yellow,0.442890473,1.47889E-21,0.78220036,1.01623E-87
CA6,yellow,0.124318696,0.010864535,0.559881511,6.09733E-36
FMO5,yellow,-0.11435743,0.019204803,-0.226812239,2.7304E-06
THAP1,yellow,0.165918772,0.00065013,0.298993829,4.22714E-10
TRIM21,yellow,0.276858488,8.25047E-09,0.500485941,6.0357E-28
FCRLA,yellow,0.063943247,0.191446267,0.217753862,6.85688E-06
EMILIN2,yellow,0.335757329,1.68697E-12,0.531165595,7.05447E-32
TRIM5,yellow,0.175847854,0.000298053,0.298039684,4.83055E-10
TRIM22,yellow,0.389086506,1.35446E-16,0.617280048,2.30087E-45
PTPRE,yellow,0.368853586,5.96995E-15,0.441176213,2.19855E-21
CARD6,yellow,0.372308022,3.18648E-15,0.371813544,3.48771E-15
JCHAIN,yellow,0.310078635,8.65174E-11,0.738481922,2.22332E-73
UTP3,yellow,0.252990342,1.53144E-07,0.379493493,8.42579E-16
KDM6B,yellow,0.354961712,6.91631E-14,0.293235842,9.38734E-10
CLEC10A,yellow,0.430294872,2.58632E-20,0.583192659,1.52449E-39
XAF1,yellow,0.258284597,8.21162E-08,0.304226547,2.01577E-10
SSTR4,yellow,0.141670621,0.003661608,0.346603529,2.85325E-13
FCRL2,yellow,0.079977476,0.102085296,0.557432718,1.40337E-35
SYT11,yellow,0.497543434,1.37195E-27,0.716567366,3.14746E-67
AL139352.1,yellow,0.191637677,7.89206E-05,0.567968037,3.69833E-37
BHMT2,yellow,-0.224577616,3.43899E-06,-0.300706936,3.32251E-10
TPTE2,yellow,0.114127226,0.019450266,0.437759275,4.81367E-21
ALOX5AP,yellow,0.380785458,6.61017E-16,0.618071317,1.65283E-45
CHIT1,yellow,0.161263753,0.000923559,0.216606438,7.68413E-06
EPSTI1,yellow,0.344328678,4.16587E-13,0.573137888,5.91699E-38
PRAM1,yellow,0.489101105,1.38519E-26,0.445252313,8.53252E-22
PLAAT4,yellow,0.115799602,0.017727564,0.291974883,1.11531E-09
GIMAP6,yellow,0.516916474,5.30317E-30,0.80714359,1.73134E-97
GIMAP4,yellow,0.459009812,3.17771E-23,0.827907458,8.851E-107
SWAP70,yellow,0.345808038,3.25813E-13,0.565314916,9.35479E-37
AMPD3,yellow,0.409244119,2.38138E-18,0.680416927,2.90277E-58
ADAMDEC1,yellow,0.301707408,2.88451E-10,0.745253795,2.08669E-75
MBD2,yellow,0.112693135,0.021041789,0.466033559,5.5873E-24
CD180,yellow,0.40505226,5.64529E-18,0.895022412,2.6348E-148
PTPN22,yellow,0.425032902,8.25396E-20,0.937971852,6.1093E-194
CD101,yellow,0.25674871,9.85312E-08,0.804784067,1.66904E-96
RSAD2,yellow,0.213496838,1.0431E-05,0.296593269,5.908E-10
CMPK2,yellow,0.191007286,8.33965E-05,0.230524551,1.85138E-06
IL2RA,yellow,0.374589852,2.09607E-15,0.737974587,3.13591E-73
IL15RA,yellow,0.258716036,7.80018E-08,0.326388836,7.40946E-12
DOCK2,yellow,0.503912078,2.2968E-28,0.940344865,2.3095E-197
KLRD1,yellow,0.314243749,4.68465E-11,0.55885607,8.65182E-36
KLRC1,yellow,0.269379736,2.12541E-08,0.584525007,9.29833E-40
STK26,yellow,0.057132288,0.24323927,0.386657476,2.16394E-16
CYP2J2,yellow,-0.14514057,0.002902673,-0.281020594,4.81233E-09
APLNR,yellow,0.461895929,1.56324E-23,0.226922868,2.69922E-06
ETS1,yellow,0.572585749,7.20737E-38,0.756500492,6.39806E-79
SLC37A2,yellow,0.282353695,4.04149E-09,0.412115275,1.30921E-18
OSTF1,yellow,0.242777596,4.90125E-07,0.56200631,2.94145E-36
ANXA1,yellow,0.351797516,1.18856E-13,0.483310744,6.52058E-26
CTSL,yellow,0.232675322,1.47381E-06,0.290421845,1.37749E-09
AGTPBP1,yellow,0.163095442,0.000805287,0.501399975,4.66926E-28
ADAM19,yellow,0.451681811,1.86779E-22,0.652537288,3.46354E-52
TRAFD1,yellow,0.200770577,3.47882E-05,0.663248782,1.91499E-54
TMEM243,yellow,0.146515603,0.002643785,0.556507678,1.91934E-35
LMO2,yellow,0.415427013,6.51927E-19,0.444289741,1.06819E-21
TESPA1,yellow,0.289027343,1.6632E-09,0.88259589,9.1492E-139
AGAP2,yellow,0.274553775,1.10778E-08,0.826942493,2.5468E-106
FAIM2,yellow,0.316699604,3.24809E-11,0.416759775,4.91344E-19
CD164,yellow,0.147219338,0.002519589,0.305719304,1.62747E-10
MICAL1,yellow,0.274400722,1.12956E-08,0.621066305,4.68525E-46
STX11,yellow,0.559437904,7.09489E-36,0.578559019,8.36036E-39
USP15,yellow,0.146481649,0.002649916,0.493100433,4.6697E-27
KIAA0513,yellow,0.270753565,1.79011E-08,0.419315505,2.84668E-19
SP110,yellow,0.218964995,6.07608E-06,0.719244082,6.00109E-68
DOCK10,yellow,0.468614216,2.92025E-24,0.844560736,3.4967E-115
CYP27A1,yellow,-0.165800045,0.000656053,-0.284566894,3.01848E-09
PLXNC1,yellow,0.103678863,0.033868482,0.373883945,2.3869E-15
DRAM1,yellow,0.245700051,3.53181E-07,0.514455438,1.09566E-29
RNASEH2B,yellow,-0.069595371,0.155011548,0.472040378,1.22349E-24
LRCH1,yellow,0.325408302,8.62558E-12,0.372079935,3.32211E-15
PHF11,yellow,0.208544415,1.68157E-05,0.522343154,1.04831E-30
EDNRB,yellow,0.409942693,2.05989E-18,0.207159923,1.91787E-05
LCP1,yellow,0.369869607,4.96724E-15,0.756517434,6.31846E-79
AOAH,yellow,0.427579693,4.71887E-20,0.686331169,1.2184E-59
DBNL,yellow,0.017714401,0.71768843,0.433433339,1.28193E-20
MYO1G,yellow,0.376515738,1.4681E-15,0.910276751,8.3463E-162
AL355922.1,yellow,0.249702545,2.23956E-07,0.245110109,3.77459E-07
TM6SF1,yellow,0.556304247,2.05589E-35,0.656600072,4.94516E-53
LIMD2,yellow,0.201359328,3.29563E-05,0.702448488,1.44735E-63
BLK,yellow,0.172246477,0.000397451,0.652874,2.9509E-52
ST6GALNAC4,yellow,0.224556487,3.44646E-06,0.437737789,4.83731E-21
TLR4,yellow,0.453395716,1.23903E-22,0.457804021,4.26545E-23
BAAT,yellow,-0.198421043,4.31033E-05,-0.281027244,4.80815E-09
ENPP2,yellow,0.12983994,0.007788794,0.329691368,4.42317E-12
CCL21,yellow,0.15019094,0.002051656,0.665683996,5.70006E-55
SIT1,yellow,0.293776645,8.71618E-10,0.903281273,2.4597E-155
CD72,yellow,0.298417783,4.58203E-10,0.802770587,1.12624E-95
GRHPR,yellow,-0.162300518,0.000854781,-0.317443808,2.90497E-11
IRF4,yellow,0.177459954,0.000261548,0.393800832,5.3952E-17
BPHL,yellow,-0.261668452,5.47336E-08,-0.217014064,7.37992E-06
FGFBP2,yellow,0.088950072,0.068922084,0.293760199,8.73588E-10
TLR2,yellow,0.372516694,3.06715E-15,0.423416638,1.17409E-19
FCHSD2,yellow,0.378466345,1.02111E-15,0.63905757,1.79178E-49
THAP12,yellow,0.053509204,0.274474137,0.435782849,7.54369E-21
IL18BP,yellow,0.38932486,1.29333E-16,0.685320064,2.10636E-59
DDX60,yellow,0.255419275,1.15257E-07,0.269951618,1.97904E-08
TRPC6,yellow,0.180008645,0.000212245,0.268880298,2.26175E-08
CASP1,yellow,0.352778343,1.00557E-13,0.709964628,1.73063E-65
PLCB2,yellow,0.532070536,5.32463E-32,0.855808349,1.9365E-121
IFI44L,yellow,0.209646773,1.51348E-05,0.331369705,3.39493E-12
IFI44,yellow,0.23605442,1.02537E-06,0.254505198,1.28312E-07
DNASE2B,yellow,0.210404122,1.40738E-05,0.243492781,4.5253E-07
ACTR2,yellow,0.309154779,9.90002E-11,0.593854186,2.73384E-41
STAMBPL1,yellow,0.008785736,0.857697643,0.278294705,6.85693E-09
CALHM2,yellow,0.471926627,1.25954E-24,0.551164292,1.14911E-34
ENTPD1,yellow,0.475624535,4.87273E-25,0.717474238,1.79908E-67
RBP4,yellow,-0.14830755,0.002337979,-0.396883451,2.93175E-17
STAT4,yellow,0.148567333,0.002296429,0.371687411,3.56892E-15
HECW2,yellow,0.334280265,2.13744E-12,0.215366983,8.68426E-06
PARP9,yellow,0.254983707,1.2131E-07,0.261759138,5.41376E-08
APH1B,yellow,0.15705761,0.001258303,0.54905762,2.3065E-34
HERC3,yellow,0.121920075,0.012506904,0.348201926,2.18297E-13
HERC6,yellow,0.248544837,2.55703E-07,0.23963752,6.93759E-07
HERC5,yellow,0.172785621,0.000380826,0.190228874,8.92534E-05
IL21,yellow,0.151288264,0.001899992,0.62891101,1.61521E-47
CXCL9,yellow,0.230629208,1.83104E-06,0.621665208,3.63529E-46
